"","sample_pt","prop_blueberry_250","prop_edge_250","landscape_shdi_250","prop_blueberry_500","prop_edge_500","landscape_shdi_500","prop_blueberry_750","prop_edge_750","landscape_shdi_750","prop_blueberry_1000","prop_edge_1000","landscape_shdi_1000"
"194","SD04",0.124583543664816,0.159777889954568,1.45334493438159,0.243620042600669,0.133461811542753,1.64658437465161,0.258765602671164,0.112747853609751,1.87986304611664,0.214530642332427,0.102549503062962,1.98718913674377
"195","SD06",0.158005291753348,0.141584698349862,1.7960043918515,0.200506185300338,0.129158403538225,2.01970981442611,0.176872514773058,0.129009386565267,1.99847322917913,0.189677657167552,0.122260213030989,1.99179824137002
"196","SD08",0,0.0822833373717793,1.86327530537937,0.0292018926964839,0.0784870599810325,2.05248678084353,0.0924376577463326,0.0793596684110006,2.1095400510338,0.0800621219842941,0.0862730495056803,2.04197289576495
"197","SD09",0.0343664815749621,0.070530035335689,1.77557949712845,0.126018713390978,0.0872074447853539,2.04201954310429,0.133081066924352,0.0907865564280521,2.08141800595579,0.0792689281765147,0.10175396230252,2.05908059999391
"198","SD10",0.160934405690498,0.0711918522410379,1.61438480324184,0.130782299987321,0.07974641815646,1.64449177896236,0.0688251430893758,0.0857407344690171,1.60583978133319,0.0559679070312221,0.0790598725855159,1.59132997116754
"199","SD12",0,0.114539136056896,1.31012298553429,0,0.1033344153868,1.61453163009372,0.0400239353294495,0.0845391320056,1.82661631578434,0.0808505013117488,0.0803013971649956,1.77943230190628
"200","SD12A",0,0.106563831290759,1.28570799840478,0.0101073621965382,0.111495412890564,1.62853040754097,0.0534770465931694,0.0859750879957735,1.77286025605511,0.0726853546445421,0.0831172726533268,1.75604746767541
"201","SD13",0,0.13127763978918,1.546149358846,0.000715028271507898,0.109647810542864,1.50621332460805,0.0697158853608154,0.0854601483220643,1.76971432384325,0.0931736931803018,0.0931622552115834,1.81663089634178
"202","SD14",0,0.138971894685834,1.5746493505296,0.00509694335546235,0.104997033122524,1.51104149763011,0.0829865775600284,0.0886174548163869,1.75281874111744,0.101611870033605,0.0913257446732792,1.81375654074821
"203","SD15",0,0.148907820890701,1.79647205396376,0.0106496272630458,0.099675439931031,1.51295035968155,0.0802229581919526,0.0918133526581827,1.67798988522635,0.0928439709371708,0.0941479093140089,1.77287186375862
