"","site","round","sample_pt","sample_id","year","barcode_id","active_flower","pre_id","final_id","notes","plate","well","microcentrifuge","pollen","natalia_pollen","gut_plate","subsite","lat","long"
"606","SD",4,"SD40","4_SD40",2022,"SD4_40_04","LUPO","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite07_B8","southdelta2","49.0664297","-123.0753682"
"607","SD",7,"SD37","7_SD37",2022,"SD7_37_09","LOCO","B. vosnesenskii","B. vosnesenskii","","","","y","y","","bcparasite07_B9","southdelta4","49.0602593","-123.058988"
"608","HR",3,"HR19A","3_HR19A",2022,"HR3_19A_10","TRRE","B. mixtus","B. mixtus","","mixtus_DNA_04","B2","y","y","","bcparasite07_C1","harvieroad1","49.1578943","-122.7080699"
"609","SD",8,"SD40","8_SD40",2022,"SD8_40_09","CIVU","B. impatiens","B. impatiens","","impatiens_DNA_09","H3","y","y","","bcparasite07_C10","southdelta2","49.0664297","-123.0753682"
"610","SD",7,"SD39","7_SD39",2022,"SD7_39_13","PHTA","B. vosnesenskii","B. vosnesenskii","","","","n","y","","bcparasite07_C11","southdelta2","49.0682854","-123.0740915"
"611","SD",9,"SD24","9_SD24",2022,"SD9_24_07","LASY","B. californicus","B. californicus","","","","y","y","","bcparasite07_C12","southdelta1","49.0659931","-123.0585976"
"612","NR",10,"NR06A","10_NR06A",2022,"NR10_06A_03","COSE","B. impatiens","B. impatiens","","impatiens_DNA_07","A1","y","y","","bcparasite07_C2","nicomekl1","49.0895774","-122.7639943"
"613","SD",9,"SD25","9_SD25",2022,"SD9_25_04","TAER","B. vosnesenskii","B. vosnesenskii","","","","y","y","","bcparasite07_C3","southdelta4","49.058024","-123.0639996"
"614","W",9,"W23A","9_W23A",2022,"W9_23A_01","LYSA","B. mixtus","B. mixtus","","mixtus_DNA_05","B8","y","n","","bcparasite07_C4","westham1","49.0903348","-123.1392907"
"615","SD",7,"SD12A","7_SD12A",2022,"SD7_12A_01","TRRE","B. impatiens","B. impatiens","","impatiens_DNA_09","F9","n","y","","bcparasite07_C5","southdelta2","49.0684582","-123.0779675"
"616","HR",5,"HR19A","5_HR19A",2022,"HR5_19A_03","SYOF","B. mixtus","B. flavifrons","","","","y","y","","bcparasite07_C6","harvieroad1","49.1578943","-122.7080699"
"617","SD",6,"SD03","6_SD03",2022,"SD6_03_01","VICR","B. vosnesenskii","B. vosnesenskii","","","","y","y","","bcparasite07_C7","southdelta3","49.0601615","-123.0764268"
"618","SD",6,"SD26","6_SD26",2022,"SD6_26_22","VIVI","B. californicus","B. californicus","","","","y","y","","bcparasite07_C8","southdelta4","49.0584528","-123.0671996"
"619","SD",10,"SD30","10_SD30",2022,"SD10_30_06","RARA","B. californicus","B. californicus","","","","y","n","","bcparasite07_C9","southdelta4","49.0566301","-123.0652652"
"620","W",8,"W25","8_W25",2022,"W8_25_01","TRRE","B. mixtus","B. mixtus","","mixtus_DNA_02","G1","y","n","","bcparasite07_D1","westham2","49.09466","-123.15417"
"621","NR",9,"NR29","9_NR29",2022,"NR9_29_01","TAVU","B. impatiens","B. impatiens","","impatiens_DNA_09","H4","y","y","","bcparasite07_D10","nicomekl4","49.0749252","-122.7620714"
"622","ED",4,"ED10","4_ED10",2022,"ED4_10_02","RUAR","B. mixtus","B. mixtus","","mixtus_DNA_01","C5","y","y","","bcparasite07_D11","eastdelta2","49.1053113","-122.9572629"
"623","SD",7,"SD39","7_SD39",2022,"SD7_39_17","PHTA","B. vosnesenskii","B. vosnesenskii","","","","n","y","","bcparasite07_D12","southdelta2","49.0682854","-123.0740915"
"624","NR",8,"NR01","8_NR01",2022,"NR8_01_05","TAVU","B. impatiens","B. impatiens","","impatiens_DNA_07","A2","y","n","","bcparasite07_D2","nicomekl2","49.089725","-122.7790482"
"625","HR",1,"HR09","1_HR09",2022,"HR1_09_01","VISA","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite07_D3","harvieroad2","49.1626103","-122.7282396"
"626","W",4,"W26","4_W26",2022,"W4_26_03","HYRA","B. mixtus","B. mixtus","","mixtus_DNA_04","D11","y","n","","bcparasite07_D4","westham2","49.0997928","-123.1571369"
"627","NR",7,"NR29","7_NR29",2022,"NR7_29_03","TAVU","B. impatiens","B. impatiens","","impatiens_DNA_09","F10","y","y","","bcparasite07_D5","nicomekl4","49.0749252","-122.7620714"
"628","SD",3,"SD40","3_SD40",2022,"SD3_40_05","SAOF","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite07_D6","southdelta2","49.0664297","-123.0753682"
"629","HR",7,"HR10","7_HR10",2022,"HR7_10_03","LASY","B. impatiens","B. impatiens","","impatiens_DNA_09","G1","y","n","","bcparasite07_D7","harvieroad2","49.1588394","-122.7276809"
"630","NR",3,"NR23","3_NR23",2022,"NR3_23_07","RARA","B. rufocinctus","B. rufocinctus","","","","y","y","","bcparasite07_D8","nicomekl3","49.0779816","-122.7790408"
"631","ED",4,"ED10","4_ED10",2022,"ED4_10_08","RUAR","B. mixtus","B. mixtus","","mixtus_DNA_01","D10","y","y","","bcparasite07_D9","eastdelta2","49.1053113","-122.9572629"
"632","NR",3,"NR23","3_NR23",2022,"NR3_23_10","RASA","B. impatiens","B. rufocinctus","","","","y","n","","bcparasite07_E1","nicomekl3","49.0779816","-122.7790408"
"633","SD",3,"SD40","3_SD40",2022,"SD3_40_06","SAOF","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite07_E10","southdelta2","49.0664297","-123.0753682"
"634","ED",8,"ED20A","8_ED20A",2022,"ED8_20A_01","VICR","B. impatiens","B. impatiens","","impatiens_DNA_09","H5","y","y","","bcparasite07_E11","eastdelta1","49.1046332","-122.9294281"
"635","W",3,"W01","3_W01",2022,"W3_01_04","RASA","B. flavifrons","B. flavifrons","","","","y","n","","bcparasite07_E12","westham3","49.0878415","-123.1662845"
"636","NR",7,"NR25","7_NR25",2022,"NR7_25_03","TAVU","B. impatiens","B. impatiens","","impatiens_DNA_07","A3","y","n","","bcparasite07_E2","nicomekl3","49.0746575","-122.7756397"
"637","SD",9,"SD35","9_SD35",2022,"SD9_35_03","TRRE","B. impatiens","B. impatiens","","impatiens_DNA_07","E12","y","y","","bcparasite07_E3","southdelta2","49.0660753","-123.0832934"
"638","ED",8,"ED06","8_ED06",2022,"ED8_06_04","CHAN","B. mixtus","B. mixtus","","mixtus_DNA_04","H7","y","y","","bcparasite07_E4","eastdelta3","49.0937503","-122.9571174"
"639","HR",3,"HR32","3_HR32",2022,"HR3_32_16","SYOF","B. flavifrons","B. flavifrons","","","","y","n","","bcparasite07_E5","harvieroad3","49.147953","-122.7201041"
"640","SD",9,"SD36","9_SD36",2022,"SD9_36_01","VICR","B. vosnesenskii","B. vosnesenskii","","","","y","y","","bcparasite07_E6","southdelta3","49.0597409","-123.0816311"
"641","ED",7,"ED32","7_ED32",2022,"ED7_32_04","TRRE","B. impatiens","B. impatiens","","impatiens_DNA_09","G2","y","y","","bcparasite07_E7","eastdelta4","49.0910852","-122.9303897"
"642","NR",5,"NR07A","5_NR07A",2022,"NR5_07A_02","VICR","B. impatiens","B. impatiens","","impatiens_DNA_09","G5","y","y","","bcparasite07_E8","nicomekl1","49.0896758","-122.7593916"
"643","W",8,"W11","8_W11",2022,"W8_11_02","RUAR","B. impatiens","B. impatiens","","impatiens_DNA_09","G9","y","y","","bcparasite07_E9","westham3","49.085613","-123.1649155"
"644","NR",5,"NR03A","5_NR03A",2022,"NR5_03A_04","RARA","B. rufocinctus","B. rufocinctus","","","","y","y","","bcparasite07_F1","nicomekl3","49.0792536","-122.7756076"
"645","NR",6,"NR23","6_NR23",2022,"NR6_23_02","CIAR","B. rufocinctus","B. rufocinctus","","","","y","n","","bcparasite07_F10","nicomekl3","49.0779816","-122.7790408"
"646","SD",10,"SD30","10_SD30",2022,"SD10_30_08","RARA","B. impatiens","B. impatiens","","impatiens_DNA_09","H6","y","n","","bcparasite07_F11","southdelta4","49.0566301","-123.0652652"
"647","NR",3,"NR01","3_NR01",2022,"NR3_01_03","RONU","B. impatiens","B. impatiens","","impatiens_DNA_09","H9","y","y","","bcparasite07_F12","nicomekl2","49.089725","-122.7790482"
"648","NR",5,"NR07A","5_NR07A",2022,"NR5_07A_09","VICR","B. impatiens","B. impatiens","","impatiens_DNA_07","A4","y","y","","bcparasite07_F2","nicomekl1","49.0896758","-122.7593916"
"649","W",8,"W11","8_W11",2022,"W8_11_01","RUAR","B. impatiens","B. impatiens","","impatiens_DNA_07","F1","y","y","","bcparasite07_F3","westham3","49.085613","-123.1649155"
"650","SD",6,"SD36","6_SD36",2022,"SD6_36_08","VICR","B. mixtus","B. mixtus","","mixtus_DNA_07","E4","y","n","","bcparasite07_F4","southdelta3","49.0597409","-123.0816311"
"651","ED",5,"ED27A","5_ED27A",2022,"ED5_27A_05","VICR","B. rufocinctus","B. rufocinctus","","","","y","y","","bcparasite07_F5","eastdelta1","49.1002656","-122.9297475"
"652","SD",9,"SD24","9_SD24",2022,"SD9_24_03","LASY","B. californicus","B. californicus","","","","y","y","","bcparasite07_F6","southdelta1","49.0659931","-123.0585976"
"653","ED",7,"ED31","7_ED31",2022,"ED7_31_01","HYRA","B. impatiens","B. impatiens","","impatiens_DNA_09","G3","y","n","","bcparasite07_F7","eastdelta4","49.091685","-122.9349074"
"654","ED",10,"ED12","10_ED12",2022,"ED10_12_03","TRRE","B. impatiens","B. impatiens","","impatiens_DNA_09","G6","n","y","","bcparasite07_F8","eastdelta4","49.0941941","-122.9295817"
"655","SD",8,"SD24","8_SD24",2022,"SD8_24_06","LASY","B. impatiens","B. impatiens","","impatiens_DNA_09","G10","y","n","","bcparasite07_F9","southdelta1","49.0659931","-123.0585976"
"656","ED",7,"ED32","7_ED32",2022,"ED7_32_01","TRRE","B. rufocinctus","B. rufocinctus","","","","y","n","","bcparasite07_G1","eastdelta4","49.0910852","-122.9303897"
"657","ED",6,"ED27A","6_ED27A",2022,"ED6_27A_11","VICR","B. rufocinctus","B. rufocinctus","","","","y","n","","bcparasite07_G10","eastdelta1","49.1002656","-122.9297475"
"658","ED",9,"ED11","9_ED11",2022,"ED9_11_02","CIVU","B. impatiens","B. impatiens","","impatiens_DNA_09","H7","y","n","","bcparasite07_G11","eastdelta1","49.0998336","-122.9364988"
"659","ED",7,"ED32","7_ED32",2022,"ED7_32_05","TRRE","B. impatiens","B. impatiens","","impatiens_DNA_09","H10","y","n","","bcparasite07_G12","eastdelta4","49.0910852","-122.9303897"
"660","HR",7,"HR12C","7_HR12C",2022,"HR7_12C_09","GABI","B. vosnesenskii","B. vosnesenskii","","","","y","n","","bcparasite07_G2","harvieroad2","49.1604103","-122.7221135"
"661","HR",10,"HR23","10_HR23",2022,"HR10_23_01","ECPU","B. impatiens","B. impatiens","","impatiens_DNA_07","F2","y","y","","bcparasite07_G3","harvieroad4","49.1518644","-122.70223"
"662","NR",5,"NR07A","5_NR07A",2022,"NR5_07A_04","VICR","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite07_G4","nicomekl1","49.0896758","-122.7593916"
"663","NR",3,"NR43","3_NR43",2022,"NR3_43_04","LUPO","B. vosnesenskii","B. vosnesenskii","","","","y","y","","bcparasite07_G5","nicomekl2","49.0834488","-122.776728"
"664","NR",6,"NR23","6_NR23",2022,"NR6_23_06","RASA","B. rufocinctus","B. rufocinctus","","","","y","y","","bcparasite07_G6","nicomekl3","49.0779816","-122.7790408"
"665","NR",8,"NR01","8_NR01",2022,"NR8_01_09","TAVU","B. impatiens","B. impatiens","","impatiens_DNA_09","G4","y","n","","bcparasite07_G7","nicomekl2","49.089725","-122.7790482"
"666","W",7,"W16","7_W16",2022,"W7_16_02","CIAR","B. impatiens","B. impatiens","","impatiens_DNA_09","G7","y","n","","bcparasite07_G8","westham4","49.080608","-123.1570558"
"667","SD",7,"SD40","7_SD40",2022,"SD7_40_05","ORVU","B. impatiens","B. impatiens","","impatiens_DNA_09","G11","y","n","","bcparasite07_G9","southdelta2","49.0664297","-123.0753682"
"668","SD",9,"SD37","9_SD37",2022,"SD9_37_02","VICR","B. californicus","B. californicus","","","","y","y","","bcparasite07_H1","southdelta4","49.0602593","-123.058988"
"669","ED",3,"ED28","3_ED28",2022,"ED3_28_01","AQVU","B. mixtus","B. mixtus","","mixtus_DNA_08","E5","y","y","","bcparasite07_H10","eastdelta1","49.1002867","-122.9346774"
"670","HR",5,"HR11","5_HR11",2022,"HR5_11_01","HYRA","B. mixtus","B. mixtus","queen","mixtus_DNA_01","A9","y","n","","bcparasite07_H11","harvieroad2","49.1627115","-122.7235836"
"671","ED",2,"ED27","2_ED27",2022,"ED2_27_02","VISA","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite07_H2","eastdelta1","49.1002059","-122.9312067"
"672","SD",6,"SD03","6_SD03",2022,"SD6_03_04","VICR","B. impatiens","B. impatiens","","impatiens_DNA_07","F3","y","n","","bcparasite07_H3","southdelta3","49.0601615","-123.0764268"
"673","HR",7,"HR10","7_HR10",2022,"HR7_10_05","LASY","B. rufocinctus","B. rufocinctus","","","","y","y","","bcparasite07_H4","harvieroad2","49.1588394","-122.7276809"
"674","SD",9,"SD30","9_SD30",2022,"SD9_30_05","RARA","B. californicus","B. californicus","","","","y","y","","bcparasite07_H6","southdelta4","49.0566301","-123.0652652"
"675","ED",4,"ED10","4_ED10",2022,"ED4_10_06","RUAR","B. mixtus","B. mixtus","","mixtus_DNA_01","D5","y","y","","bcparasite07_H7","eastdelta2","49.1053113","-122.9572629"
"676","NR",9,"NR43","9_NR43",2022,"NR9_43_02","nest","B. impatiens","B. impatiens","","impatiens_DNA_09","G8","y","y","","bcparasite07_H8","nicomekl2","49.0834488","-122.776728"
"677","ED",10,"ED09","10_ED09",2022,"ED10_09_04","TAOF","B. impatiens","B. impatiens","","impatiens_DNA_09","G12","y","n","","bcparasite07_H9","eastdelta2","49.1028941","-122.9571922"
"678","HR",6,"HR19A","6_HR19A",2022,"HR6_19A_06","TRME","B. flavifrons","B. flavifrons","","","","y","y","all","bcparasite08_A1","harvieroad1","49.1578943","-122.7080699"
"679","NR",5,"NR05A","5_NR05A",2022,"NR5_05A_02","VICR","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite08_A10","nicomekl1","49.0858886","-122.7602928"
"680","SD",6,"SD26","6_SD26",2022,"SD6_26_08","VIVI","B. rufocinctus","B. rufocinctus","queen","","","y","n","","bcparasite08_A11","southdelta4","49.0584528","-123.0671996"
"681","NR",4,"NR23","4_NR23",2022,"NR4_23_02","RASA","B. rufocinctus","B. rufocinctus","","","","y","y","","bcparasite08_A2","nicomekl3","49.0779816","-122.7790408"
"682","ED",6,"ED07","6_ED07",2022,"ED6_07_03","EPCI","B. impatiens","B. impatiens","","impatiens_DNA_10","A3","y","n","","bcparasite08_A3","eastdelta3","49.0970105","-122.9571978"
"683","W",3,"W22","3_W22",2022,"W3_22_01","VACO","B. flavifrons","B. flavifrons","","","","y","n","","bcparasite08_A4","westham1","49.0930151","-123.1427507"
"684","ED",9,"ED03A","9_ED03A",2022,"ED9_03A_02","BIFR","B. rufocinctus","B. rufocinctus","","","","y","n","","bcparasite08_A5","eastdelta3","49.0974676","-122.9461089"
"685","HR",3,"HR18","3_HR18",2022,"HR3_18_01","TRRE","B. mixtus","B. mixtus","","mixtus_DNA_03","D12","y","n","","bcparasite08_A6","harvieroad1","49.1589046","-122.7058168"
"686","W",6,"W11","6_W11",2022,"W6_11_03","EPCI","B. mixtus","B. mixtus","queen","mixtus_DNA_02","D2","y","y","","bcparasite08_A7","westham3","49.085613","-123.1649155"
"687","SD",3,"SD39","3_SD39",2022,"SD3_39_34","PHTA","B. mixtus","B. mixtus","","mixtus_DNA_04","D6","y","n","","bcparasite08_A8","southdelta2","49.0682854","-123.0740915"
"688","PM",3,"PM51","3_PM51",2022,"PM3_51_04","VACO","B. mixtus","B. rufocinctus","queen","","","y","y","","bcparasite08_A9","pittmeadows3","49.2454815","-122.6549218"
"689","HR",6,"HR26","6_HR26",2022,"HR6_26_01","SODU","B. mixtus","B. mixtus","","mixtus_DNA_06","H9","y","y","all","bcparasite08_B1","harvieroad1","49.1592195","-122.7127155"
"690","NR",2,"NR43","2_NR43",2022,"NR2_43_12","LUPO","B. vosnesenskii","B. vosnesenskii","","","","y","y","","bcparasite08_B10","nicomekl2","49.0834488","-122.776728"
"691","W",5,"W40","5_W40",2022,"W5_40_02","RUAR","B. rufocinctus","B. rufocinctus","queen","","","y","y","","bcparasite08_B11","","49.08376","-123.16044"
"692","ED",5,"ED11","5_ED11",2022,"ED5_11_02","RUAR","B. impatiens","B. impatiens","","","","y","y","","bcparasite08_B12","eastdelta1","49.0998336","-122.9364988"
"693","SD",10,"SD30","10_SD30",2022,"SD10_30_07","RARA","B. vosnesenskii","B. vosnesenskii","","","","y","n","","bcparasite08_B2","southdelta4","49.0566301","-123.0652652"
"694","ED",6,"ED31","6_ED31",2022,"ED6_31_06","HYRA","B. impatiens","B. impatiens","","impatiens_DNA_10","A4","y","y","","bcparasite08_B3","eastdelta4","49.091685","-122.9349074"
"695","W",4,"W18","4_W18",2022,"W4_18_01","LUPO","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite08_B4","westham4","49.0821167","-123.1545951"
"696","ED",8,"ED32","8_ED32",2022,"ED8_32_03","TRRE","B. rufocinctus","B. rufocinctus","","","","y","y","","bcparasite08_B5","eastdelta4","49.0910852","-122.9303897"
"697","SD",3,"SD30","3_SD30",2022,"SD3_30_02","VISA","B. mixtus","B. mixtus","queen","mixtus_DNA_04","C12","y","n","","bcparasite08_B6","southdelta4","49.0566301","-123.0652652"
"698","HR",5,"HR24","5_HR24",2022,"HR5_24_02","VICR","B. mixtus","B. mixtus","queen","mixtus_DNA_01","A6","y","n","","bcparasite08_B7","","49.155363","-122.709293"
"699","ED",6,"ED26A","6_ED26A",2022,"ED6_26A_01","EPCI","B. mixtus","B. mixtus","","mixtus_DNA_05","C3","y","n","","bcparasite08_B8","eastdelta1","49.1046742","-122.9356172"
"700","NR",4,"NR43","4_NR43",2022,"NR4_43_06","LUPO","B. californicus","B. californicus","queen","","","y","y","","bcparasite08_B9","nicomekl2","49.0834488","-122.776728"
"701","PM",3,"PM51","3_PM51",2022,"PM3_51_05","VACO","B. mixtus","B. mixtus","","mixtus_DNA_08","H2","y","y","","bcparasite08_C1","pittmeadows3","49.2454815","-122.6549218"
"702","NR",1,"NR43","1_NR43",2022,"NR1_43_12","LUPO","B. mixtus","B. mixtus","queen","mixtus_DNA_02","B8","n","y","","bcparasite08_C10","nicomekl2","49.0834488","-122.776728"
"703","HR",3,"HR19A","3_HR19A",2022,"HR3_19A_01","VICR","B. flavifrons","B. flavifrons","queen","","","y","n","","bcparasite08_C11","harvieroad1","49.1578943","-122.7080699"
"704","NR",5,"NR23","5_NR23",2022,"NR5_23_01","RASA","B. rufocinctus","B. rufocinctus","","","","y","y","","bcparasite08_C12","nicomekl3","49.0779816","-122.7790408"
"705","W",3,"W26","3_W26",2022,"W3_26_02","TRAR","B. flavifrons","B. flavifrons","","","","y","n","","bcparasite08_C2","westham2","49.0997928","-123.1571369"
"706","NR",8,"NR04A","8_NR04A",2022,"NR8_04A_03","TAVU","B. impatiens","B. impatiens","","impatiens_DNA_10","A5","y","n","","bcparasite08_C3","nicomekl1","49.0857059","-122.7641659"
"707","W",3,"W18","3_W18",2022,"W3_18_04","BAAU","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite08_C4","westham4","49.0821167","-123.1545951"
"708","SD",6,"SD03","6_SD03",2022,"SD6_03_07","VICR","B. vosnesenskii","B. vosnesenskii","","","","y","y","","bcparasite08_C5","southdelta3","49.0601615","-123.0764268"
"709","ED",10,"ED22B","10_ED22B",2022,"ED10_22B_04","RARA","B. impatiens","B. impatiens","","impatiens_DNA_10","A11","y","n","","bcparasite08_C6","eastdelta2","49.1046204","-122.9460145"
"710","W",5,"W40","5_W40",2022,"W5_40_01","RUAR","B. mixtus","B. mixtus","queen","mixtus_DNA_07","A3","y","y","","bcparasite08_C7","","49.08376","-123.16044"
"711","SD",3,"SD08","3_SD08",2022,"SD3_08_02","RONU","B. impatiens","B. impatiens","","impatiens_DNA_02","H11","y","y","","bcparasite08_C8","southdelta1","49.0684202","-123.0638309"
"712","HR",1,"HR03","1_HR03",2022,"HR1_03_03","LECA","B. rufocinctus","B. rufocinctus","queen","","","y","y","","bcparasite08_C9","harvieroad3","49.1515935","-122.7194854"
"713","ED",6,"ED12","6_ED12",2022,"ED6_12_01","HYRA","B. rufocinctus","B. rufocinctus","","","","y","y","","bcparasite08_D1","eastdelta4","49.0941941","-122.9295817"
"714","HR",4,"HR19A","4_HR19A",2022,"HR4_19A_19","VICR","B. flavifrons","B. flavifrons","queen","","","y","n","","bcparasite08_D10","harvieroad1","49.1578943","-122.7080699"
"715","W",6,"W13","6_W13",2022,"W6_13_02","SPDO","B. flavifrons","B. flavifrons","queen","","","y","n","","bcparasite08_D11","","49.0821","-123.1561427"
"716","ED",7,"ED32","7_ED32",2022,"ED7_32_06","TRRE","B. rufocinctus","B. rufocinctus","","","","y","n","","bcparasite08_D12","eastdelta4","49.0910852","-122.9303897"
"717","SD",3,"SD40","3_SD40",2022,"SD3_40_07","SAOF","B. flavifrons","B. flavifrons","","","","y","n","","bcparasite08_D2","southdelta2","49.0664297","-123.0753682"
"718","ED",9,"ED16","9_ED16",2022,"ED9_16_01","EPCI","B. impatiens","B. impatiens","","impatiens_DNA_10","A6","y","n","","bcparasite08_D3","eastdelta3","49.0908698","-122.9480405"
"719","ED",7,"ED22B","7_ED22B",2022,"ED7_22B_05","VICR","B. impatiens","B. impatiens","","impatiens_DNA_10","A7","y","n","","bcparasite08_D4","eastdelta2","49.1046204","-122.9460145"
"720","PM",3,"PM51","3_PM51",2022,"PM3_51_08","VACO","B. rufocinctus","B. mixtus","queen","mixtus_DNA_09","A1","y","n","","bcparasite08_D5","pittmeadows3","49.2454815","-122.6549218"
"721","HR",2,"HR06","2_HR06",2022,"HR2_06_03","RAAC","B. mixtus","B. mixtus","queen","mixtus_DNA_06","B3","y","n","","bcparasite08_D6","","49.1553991","-122.7262363"
"722","NR",4,"NR43","4_NR43",2022,"NR4_43_05","LUPO","B. flavifrons","B. mixtus","queen","mixtus_DNA_07","B9","y","n","","bcparasite08_D7","nicomekl2","49.0834488","-122.776728"
"723","NR",2,"NR01","2_NR01",2022,"NR2_01_02","ROAC","B. flavifrons","B. mixtus","queen","mixtus_DNA_09","D4","y","y","","bcparasite08_D8","nicomekl2","49.089725","-122.7790482"
"724","HR",3,"HR19A","3_HR19A",2022,"HR3_19A_17","VICR","B. mixtus","B. mixtus","","mixtus_DNA_03","D1","y","y","all","bcparasite08_D9","harvieroad1","49.1578943","-122.7080699"
"725","SD",9,"SD24","9_SD24",2022,"SD9_24_11","LASY","B. californicus","B. californicus","","","","y","y","","bcparasite08_E1","southdelta1","49.0659931","-123.0585976"
"726","HR",3,"HR14","3_HR14",2022,"HR3_14_01","TRRE","B. rufocinctus","B. rufocinctus","queen","","","y","n","","bcparasite08_E10","harvieroad2","49.1589819","-122.7208294"
"727","HR",4,"HR19A","4_HR19A",2022,"HR4_19A_18","VICR","B. flavifrons","B. flavifrons","queen","","","y","y","","bcparasite08_E11","harvieroad1","49.1578943","-122.7080699"
"728","HR",9,"HR23","9_HR23",2022,"HR9_23_04","ECPU","B. impatiens","B. impatiens","","","","y","y","","bcparasite08_E12","harvieroad4","49.1518644","-122.70223"
"729","ED",9,"ED20A","9_ED20A",2022,"ED9_20A_01","CHAN","B. impatiens","B. impatiens","","impatiens_DNA_09","H11","y","y","","bcparasite08_E2","eastdelta1","49.1046332","-122.9294281"
"730","NR",6,"NR23","6_NR23",2022,"NR6_23_05","RARA","B. rufocinctus","B. rufocinctus","","","","y","n","","bcparasite08_E3","nicomekl3","49.0779816","-122.7790408"
"731","ED",8,"ED09","8_ED09",2022,"ED8_09_02","TRRE","B. impatiens","B. impatiens","","impatiens_DNA_10","A8","y","y","","bcparasite08_E4","eastdelta2","49.1028941","-122.9571922"
"732","ED",3,"ED25B","3_ED25B",2022,"ED3_25B_01","TRRE","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite08_E5","eastdelta1","49.10081","-122.9371909"
"733","ED",6,"ED06","6_ED06",2022,"ED6_06_03","CHAN","B. mixtus","B. mixtus","","mixtus_DNA_05","F7","y","n","","bcparasite08_E6","eastdelta3","49.0937503","-122.9571174"
"734","SD",2,"SD40","2_SD40",2022,"SD2_40_04","LUPO","B. flavifrons","B. mixtus","queen","mixtus_DNA_01","F3","y","y","","bcparasite08_E7","southdelta2","49.0664297","-123.0753682"
"735","SD",8,"SD36","8_SD36",2022,"SD8_36_01","VICR","B. impatiens","B. impatiens","","impatiens_DNA_10","B5","y","n","","bcparasite08_E8","southdelta3","49.0597409","-123.0816311"
"736","SD",3,"SD08","3_SD08",2022,"SD3_08_01","RONU","B. impatiens","B. impatiens","","impatiens_DNA_04","H2","y","y","","bcparasite08_E9","southdelta1","49.0684202","-123.0638309"
"737","W",4,"W01","4_W01",2022,"W4_01_01","RARA","B. flavifrons","B. flavifrons","","","","y","n","","bcparasite08_F1","westham3","49.0878415","-123.1662845"
"738","NR",9,"NR01","9_NR01",2022,"NR9_01_02","TAVU","B. impatiens","B. impatiens","","impatiens_DNA_01","A3","y","y","","bcparasite08_F10","nicomekl2","49.089725","-122.7790482"
"739","HR",3,"HR05A","3_HR05A",2022,"HR3_05A_01","VICR","B. flavifrons","B. flavifrons","queen","","","y","n","","bcparasite08_F11","","49.1556885","-122.7208475"
"740","W",4,"W24","4_W24",2022,"W4_24_01","Philadelphus spp.","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite08_F12","westham2","49.0920602","-123.1542973"
"741","ED",7,"ED27A","7_ED27A",2022,"ED7_27A_02","VICR","B. impatiens","B. impatiens","","impatiens_DNA_09","H12","y","y","","bcparasite08_F2","eastdelta1","49.1002656","-122.9297475"
"742","SD",6,"SD37","6_SD37",2022,"SD6_37_03","LOCO","B. vosnesenskii","B. vosnesenskii","","","","y","y","","bcparasite08_F3","southdelta4","49.0602593","-123.058988"
"743","SD",8,"SD26","8_SD26",2022,"SD8_26_04","TRHY","B. vosnesenskii","B. vosnesenskii","","","","y","n","","bcparasite08_F4","southdelta4","49.0584528","-123.0671996"
"744","HR",3,"HR19A","3_HR19A",2022,"HR3_19A_25","VICR","B. mixtus","B. mixtus","queen","mixtus_DNA_04","A8","y","n","","bcparasite08_F5","harvieroad1","49.1578943","-122.7080699"
"745","SD",2,"SD01","2_SD01",2022,"SD2_01_01","VISA","B. mixtus","B. mixtus","queen","mixtus_DNA_09","C11","y","n","","bcparasite08_F6","","49.0630333","-123.0765727"
"746","PM",3,"PM51","3_PM51",2022,"PM3_51_07","VACO","B. mixtus","B. mixtus","","mixtus_DNA_09","A2","y","y","","bcparasite08_F7","pittmeadows3","49.2454815","-122.6549218"
"747","SD",4,"SD39","4_SD39",2022,"SD4_39_13","PHTA","B. impatiens","B. impatiens","","impatiens_DNA_10","B6","y","n","","bcparasite08_F8","southdelta2","49.0682854","-123.0740915"
"748","SD",8,"SD39","8_SD39",2022,"SD8_39_09","PHTA","B. mixtus","B. mixtus","","mixtus_DNA_02","G7","y","","","bcparasite08_F9","southdelta2","49.0682854","-123.0740915"
"749","W",3,"W19","3_W19",2022,"W3_19_01","VACO","B. flavifrons","B. flavifrons","","","","y","n","","bcparasite08_G1","westham1","49.0892561","-123.1465705"
"750","W",4,"W26","4_W26",2022,"W4_26_01","RUAR","B. mixtus","B. mixtus","queen","mixtus_DNA_04","E9","y","n","","bcparasite08_G10","westham2","49.0997928","-123.1571369"
